station,latitude,longitude,elevation,date,tmax,tmin,year,location
USC00240056,47.0091,-111.6741,1529.2,1950-02-03,32,0,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-04,45,25,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-05,50,27,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-06,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-07,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-08,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-09,40,21,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-10,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-11,42,19,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-12,38,10,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-13,42,19,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-14,44,25,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-15,55,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-16,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-17,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-18,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-19,55,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-20,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-21,46,17,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-22,46,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-23,42,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-24,48,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-25,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-26,66,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-27,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-02-28,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-01,60,0,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-02,51,36,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-03,52,36,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-04,58,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-05,61,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-06,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-07,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-08,55,-4,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-09,15,-5,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-10,5,-14,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-11,9,-26,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-12,20,-22,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-13,28,6,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-14,37,22,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-15,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-16,44,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-17,40,8,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-18,42,2,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-19,42,29,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-20,38,21,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-21,40,19,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-22,39,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-23,39,21,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-24,45,18,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-25,40,19,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-26,38,19,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-27,38,18,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-28,35,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-29,38,28,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-30,48,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-03-31,46,22,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-01,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-02,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-03,50,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-04,40,-2,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-05,55,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-06,56,29,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-07,37,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-08,40,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-09,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-10,45,26,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-11,57,23,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-12,67,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-13,66,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-14,60,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-15,50,31,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-16,62,38,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-17,60,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-18,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-19,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-20,65,22,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-21,66,55,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-22,60,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-23,45,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-24,40,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-25,50,22,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-26,47,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-27,45,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-28,37,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-29,37,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-04-30,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-03,NA,10,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-04,45,18,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-05,43,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-06,48,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-07,45,21,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-08,46,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-09,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-10,60,25,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-11,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-12,70,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-13,71,55,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-14,65,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-15,65,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-16,67,27,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-17,76,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-18,61,25,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-19,46,33,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-20,62,43,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-21,73,54,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-22,73,55,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-23,68,32,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-24,54,25,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-25,62,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-26,74,29,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-27,77,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-28,69,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-29,63,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-30,60,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-05-31,65,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-01,64,32,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-02,60,33,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-03,70,27,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-04,76,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-05,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-06,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-07,48,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-08,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-09,37,26,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-10,57,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-11,73,36,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-12,70,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-13,68,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-14,70,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-15,68,38,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-16,62,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-17,65,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-18,65,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-19,73,47,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-20,79,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-21,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-22,80,51,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-23,65,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-24,65,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-25,57,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-26,72,29,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-27,70,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-28,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-29,80,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-06-30,84,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-01,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-02,72,45,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-03,74,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-04,77,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-05,84,47,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-06,84,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-07,82,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-08,83,41,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-09,88,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-10,71,47,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-11,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-12,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-13,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-14,80,41,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-15,72,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-16,62,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-17,65,47,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-18,77,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-19,76,47,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-20,70,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-21,72,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-22,73,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-23,74,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-24,82,35,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-25,85,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-26,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-27,87,38,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-28,85,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-29,67,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-30,55,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-07-31,67,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-01,80,36,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-02,84,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-03,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-04,82,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-05,72,41,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-06,67,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-07,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-08,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-09,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-10,74,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-11,72,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-12,70,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-13,77,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-14,80,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-15,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-16,72,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-17,79,47,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-18,80,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-19,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-20,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-21,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-22,80,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-23,82,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-24,79,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-25,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-26,78,34,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-27,80,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-28,78,32,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-29,80,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-30,80,37,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-08-31,85,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-01,83,38,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-02,91,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-03,96,41,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-04,96,48,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-05,86,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-06,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-07,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-08,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-09,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-10,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-11,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-12,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-13,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-14,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-15,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-16,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-17,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-18,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-19,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-20,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-21,80,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-22,75,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-23,77,30,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-24,75,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-25,76,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-26,70,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-27,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-28,52,26,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-29,50,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-09-30,35,22,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-01,30,4,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-02,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-03,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-04,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-05,65,20,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-06,60,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-07,60,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-08,73,40,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-09,72,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-10,65,44,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-11,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-12,NA,NA,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-13,76,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-14,74,27,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-15,64,49,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-16,53,28,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-17,60,42,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-18,56,46,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-19,67,39,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-20,57,26,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-21,42,29,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-22,60,24,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-23,57,45,1950,"ADEL, MT US"
USC00240056,47.0091,-111.6741,1529.2,1950-10-24,NA,NA,1950,"ADEL, MT US"
