"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-09",,"76","60","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-10",,"69","59","65"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-11",,"75","61","71"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-12",,"80","64","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-13",,"64","50","50"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-14",,"52","38","48"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-15",,"68","35","65"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-16",,"72","43","65"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-17",,"73","45","67"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-18",,"75","49","66"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-19",,"70","52","66"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-20",,"74","45","69"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-21",,"72","55","66"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-22",,"66","44","56"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-23",,"64","36","59"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-24",,"76","53","71"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-25",,"80","55","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-26",,"81","63","70"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-27",,"75","62","71"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-02-28",,"75","62","73"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-01",,"73","58","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-02",,"64","47","53"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-03",,"54","44","54"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-04",,"56","48","54"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-05",,"57","50","56"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-06",,"72","46","62"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-07",,"80","54","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-08",,"79","44","61"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-09",,"64","39","61"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-10",,"77","59","70"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-11",,"74","64","71"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-12",,"81","67","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-13",,"74","38","54"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-14",,"55","34","53"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-15",,"75","51","75"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-16",,"76","51","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-17",,"74","50","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-18",,"77","52","68"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-19",,"68","48","54"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-20",,"68","40","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-21",,"77","61","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-22",,"73","40","66"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-23",,"79","47","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-24",,"80","66","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-25",,"82","68","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-26",,"82","69","75"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-27",,"80","57","76"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-28",,"86","52","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-29",,"82","48","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-30",,"73","42","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-03-31",,"75","48","69"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-01",,"78","63","70"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-02",,"81","62","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-03",,"82","65","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-04",,"78","56","63"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-05",,"70","48","68"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-06",,"68","41","60"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-07",,"70","44","67"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-08",,"78","58","69"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-09",,"78","58","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-10",,"81","65","75"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-11",,"80","63","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-12",,"75","59","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-13",,"75","63","66"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-14",,"66","53","64"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-15",,"76","51","70"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-16",,"73","61","70"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-17",,"77","60","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-18",,"77","52","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-19",,"79","58","71"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-20",,"71","58","66"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-21",,"74","58","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-22",,"80","62","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-23",,"79","67","72"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-24",,"77","60","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-25",,"77","65","71"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-26",,"79","54","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-27",,"84","69","76"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-28",,"81","71","76"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-29",,"80","73","75"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-04-30",,"80","71","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-01",,"84","73","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-02",,"84","73","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-03",,"87","74","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-04",,"85","73","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-05",,"87","74","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-06",,"85","72","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-07",,"84","73","73"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-08",,"84","73","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-09",,"84","73","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-10",,"84","72","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-11",,"83","72","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-12",,"84","68","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-13",,"86","71","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-14",,"83","70","77"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-15",,"89","65","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-16",,"89","67","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-17",,"87","67","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-18",,"87","67","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-19",,"88","73","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-20",,"82","63","69"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-21",,"83","65","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-22",,"87","66","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-23",,"85","66","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-24",,"86","67","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-25",,"88","68","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-26",,"87","71","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-27",,"86","70","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-28",,"88","72","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-29",,"88","74","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-30",,"89","73","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-05-31",,"92","74","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-01",,"88","75","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-02",,"83","77","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-03",,"88","75","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-04",,"87","68","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-05",,"83","69","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-06",,"81","66","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-07",,"85","67","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-08",,"88","69","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-09",,"89","74","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-10",,"90","73","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-11",,"90","72","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-12",,"89","71","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-13",,"92","71","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-14",,"89","72","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-15",,"90","72","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-16",,"90","73","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-17",,"90","69","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-18",,"91","71","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-19",,"89","74","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-20",,"89","72","74"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-21",,"88","74","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-22",,"88","77","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-23",,"89","75","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-24",,"90","76","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-25",,"91","74","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-26",,"93","73","89"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-27",,"94","71","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-28",,"96","72","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-29",,"91","73","73"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-06-30",,"80","71","78"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-01",,"87","69","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-02",,"89","72","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-03",,"91","73","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-04",,"92","74","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-05",,"90","75","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-06",,"92","74","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-07",,"91","74","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-08",,"90","74","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-09",,"92","73","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-10",,"89","69","77"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-11",,"88","72","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-12",,"86","74","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-13",,"84","74","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-14",,"88","76","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-15",,"89","77","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-16",,"90","77","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-17",,"89","78","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-18",,"90","75","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-19",,"91","74","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-20",,"93","74","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-21",,"93","73","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-22",,"93","71","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-23",,"89","72","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-24",,"93","73","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-25",,"93","73","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-26",,"90","74","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-27",,"87","74","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-28",,"90","75","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-29",,"90","76","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-30",,"91","77","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-07-31",,"91","75","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-01",,"91","72","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-02",,"92","70","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-03",,"94","72","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-04",,"93","73","88"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-05",,"93","71","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-06",,"93","70","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-07",,"94","74","88"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-08",,"94","72","88"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-09",,"95","71","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-10",,"93","71","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-11",,"93","71","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-12",,"90","71","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-13",,"90","74","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-14",,"94","73","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-15",,"95","73","88"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-16",,"96","71","89"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-17",,"96","72","90"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-18",,"97","72","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-19",,"95","70","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-20",,"89","72","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-21",,"91","70","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-22",,"93","70","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-23",,"95","72","88"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-24",,"96","71","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-25",,"96","72","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-26",,"96","73","83"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-27",,"96","72","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-28",,"95","73","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-29",,"92","76","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-30",,"92","72","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-08-31",,"88","67","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-01",,"82","67","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-02",,"83","68","81"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-03",,"90","70","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-04",,"89","72","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-05",,"92","71","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-06",,"90","70","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-07",,"88","64","82"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-08",,"92","62","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-09",,"93","60","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-10",,"95","67","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-11",,"96","71","88"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-12",,"96","70","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-13",,"96","72","87"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-14",,"98","73","86"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-15",,"96","73","85"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-16",,"95","75","84"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-17",,"87","74","79"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-18",,"91","73","80"
"USC00410257","ANGLETON 2 W, TX US","29.1573","-95.4593","8.2","1950-09-19",,"93","72","83"
