super_opeid,name,type,tier,tier_name,iclevel,region,state,cz,czname,cfips,county,multi,count,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_rank,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,shareimputed,imputed
31155,Adventist University Of Health Sciences,2,8,Nonselective four-year private not-for-profit,1,3,FL,7400,Orlando,12095,Orange,0,120.5,.76348549,.53837162,.037858434,.000076385069,73132.16145833333,62900,.5320831934611002,.12763435,.21570545,.2254377,.27373475,.15748784,.03309045,.016315293,.00058265973,.00018522084,.62302995,45837.11328125,39200,45500,.095972382,.10437773,.10397492,.1986399,.25457832,.33842918,.13711934,.026672954,.00076833158,.55127591,.63204902,.59475309,.66458988,.63706917,.19206659,.085266978,.23123255,.19481745,.29661635,.036636569,.17374876,.16842078,.33001477,.29117918,.084459923,.10823943,.30856872,.22633907,.2723929,.13306703,.0622756,.12368277,.28911138,.39186314,.10473958,.089944184,.18654215,.18008859,.43868551,.000598468,.0005849459,.00062639912,.00079738937,.0013098365,.60275435,.50480336,.43241799,.64831454,.49274322,1,1
1542,Agnes Scott College,2,4,Highly selective private,1,3,GA,9100,Atlanta,13089,DeKalb,0,164,.99695122,.50208014,.014744159,.000084282074,148536.1145833333,97200,.6464763283729553,.072003044,.12996751,.15526837,.226091,.41667008,.23255238,.11762413,.012381608,.0029194781,.58335757,45756.53515625,38900,47300,.12491813,.13175504,.15667561,.19311041,.23435101,.28410792,.16471973,.073669724,.015001114,.46623808,.58050793,.50426215,.58574533,.63266397,.28022349,.07410422,.27148008,.1694209,.20477132,.11097127,.16873075,.18285468,.30575338,.23168989,.15743414,.18397909,.25496072,.24033324,.16329277,.15193644,.13143396,.19250344,.19068885,.33343729,.092061885,.17070626,.16004801,.244762,.33242187,.0011705349,.00022579834,0,.025556557,.02186233,.3770501,.41193375,.40943015,.55191076,.55929083,1,1
10056,Aiken Technical College,1,9,Two-year (public and private not-for-profit),2,3,SC,8401,Aiken,45003,Aiken,0,553.6666666666666,.53883201,.42719471,.017105054,0,67392.41217169627,64100,.4962683368669369,.20115341,.19178109,.18350492,.26164183,.16191886,.050870921,.012990623,.0015426408,.000014278258,.47029981,27452.43906508692,25200,28900,.15442252,.16255115,.23329586,.27741629,.19924694,.12748981,.029020695,.0078072478,.0003422593,.44935751,.47837657,.47788563,.45842803,.49733627,.18345799,.25832164,.30534077,.16784464,.08503487,.15812658,.23981489,.28785628,.19321454,.1209877,.13721797,.24497439,.27729794,.22977987,.11072987,.18559034,.22159111,.23956126,.21053964,.14271766,.13330074,.20016274,.29166335,.1925521,.18232098,0,0,0,0,.0021137705,.28052342,.37948155,.43213674,.51839215,.51295316,0,0
1002,Alabama Agricultural & Mechanical University,1,5,Selective public,1,3,AL,6000,Huntsville,1089,Madison,0,943.6666666666666,.51395267,.23482969,.0421931,.00072911417,57659.15268870319,44500,.4253295740551512,.24356118,.26432449,.19608772,.17628771,.11973897,.032962188,.0090836408,.00017934357,.0001266632,.55232471,37065.25162679928,32900,36200,.10311734,.11468282,.17586538,.24503741,.25806373,.20635071,.083374694,.023782138,.0025651255,.5211789,.54019493,.5656352,.56898648,.5961265,.12399267,.22259933,.23428085,.24589306,.17323409,.1243574,.17615318,.25460184,.26393887,.18094863,.096729033,.16766663,.25030014,.27120033,.21410379,.10120665,.16306418,.26565877,.24599868,.22407177,.12363097,.11244164,.20682499,.26610076,.29100159,.0029935567,0,.001887219,.0034651775,.0071412232,.22086081,.1781698,.23571385,.27178454,.33246547,0,0
1034,Alabama Southern Community College,1,9,Two-year (public and private not-for-profit),2,3,AL,11002,Atmore,1099,Monroe,0,248,.59677422,.41742578,.030778091,0,61075.67017914147,44300,.4177788689892779,.29389939,.22918545,.16352981,.21245942,.1009258,.034645256,.012100537,.0035938015,.00022368447,.4755145,28755.53984480007,24300,28700,.15798107,.17098162,.24728557,.26003516,.16915861,.15253896,.051691994,.0158152,.0025435083,.45108706,.47882962,.47341451,.50245917,.48580188,.13817452,.3450169,.2715072,.14057826,.10472322,.17266044,.20876999,.29490337,.23233654,.091329657,.19982786,.23078001,.22631468,.18393342,.15914398,.19349976,.19612001,.23666574,.14628148,.22743297,.16856222,.18460394,.25128093,.13313869,.26241422,0,0,.0063373712,.0056400723,.0030603937,.26010624,.39109614,.41411057,.56780034,.62415379,0,0
5463,Alamance Community College,1,9,Two-year (public and private not-for-profit),2,3,NC,500,Greensboro,37001,Alamance,0,518.3333333333334,.59614146,.4634057,.0044741882,0,72254.93519895499,61200,.5121716638853312,.13409744,.21639305,.24086517,.25753823,.15110618,.0470149,.020127453,.0022421419,.000042180742,.46743786,27239.25565715434,25100,28300,.14088269,.15798332,.22478481,.304968,.22785372,.084410235,.02620892,.012039339,.001604563,.42034435,.45593804,.47486252,.48045,.49168643,.17411174,.3474611,.23820664,.20685533,.033365201,.15428868,.22130427,.36573189,.20072405,.057951104,.15977074,.21569002,.30163011,.23624426,.086664833,.16780585,.20135383,.30008712,.21036263,.12039057,.12937099,.17533322,.29083627,.30177605,.10268356,0,0,.00019215363,.0049714586,.0018393639,.30405408,.41923875,.46300346,.55324346,.51559579,0,0
37,Alamo Community College District,1,9,Two-year (public and private not-for-profit),2,3,TX,31301,San Antonio,48029,Bexar,1,6901.333333333333,.54037869,.4291977,.02440845,.000099358942,65078.97563310532,50600,.4534789059423429,.21751642,.24149129,.21906626,.19534898,.12657699,.047545817,.018594263,.0027724218,.00014408212,.51685178,32800.56626757661,29800,33800,.1293246,.14282957,.18521295,.26036778,.25398952,.1576001,.057542071,.022791557,.0028615778,.48514804,.50401515,.52184069,.5465889,.54129559,.15296535,.21441993,.29156071,.22883967,.11221429,.14083973,.20236596,.28658718,.24003142,.13017568,.14579336,.17538156,.25295529,.26310804,.16276176,.12776069,.15853192,.23397042,.2818273,.19790967,.14733474,.16048925,.21030995,.26509443,.21677163,.00045678823,.0023466023,.0026136157,.0045209704,.0058447663,.35761184,.40059936,.44856629,.48343232,.48955369,0,0
2885,Albany College Of Pharmacy And Health Sciences,2,8,Nonselective four-year private not-for-profit,1,1,NY,18600,Albany,36001,Albany,0,129,.59689921,.74353045,.033575334,.00010010065,90997.46875,95800,.6617410182952881,.039403558,.10187934,.18648764,.27667844,.39555106,.16515727,.041671876,.0019784023,.00027203368,.85815191,115474.4401041667,115800,128200,.041380756,.061036427,.024199348,.051073611,.085526809,.77816385,.69074345,.69074345,.10475121,.89533067,.86014491,.8680107,.86623412,.84363353,.044741351,0,.065878063,.037291657,.85208887,.12127837,0,.031325109,.065597028,.7817995,.080410399,.039945588,.075158909,.037168901,.76731628,.056634035,.023798931,.053064007,.10233005,.76417297,.041088838,.02569918,.041937761,.10651052,.78476369,.0025403961,.047687784,.11761301,.12728998,.10780136,.3103807,.60340786,.87881339,.76463181,.74422902,1,1
1544,Albany State University,1,5,Selective public,1,3,GA,10200,Albany,13095,Dougherty,0,521,.63595647,.21053372,.025794942,0,54718.25915956894,43800,.4209576342934153,.2330108,.28163674,.21580002,.1759358,.093616597,.025878895,.007332874,.00094723084,.000055304576,.54412282,34497.28753548864,31900,34200,.085406974,.093914047,.18369989,.28970152,.28861758,.14406691,.048978284,.017631337,.0024892907,.53273994,.53246611,.55508345,.55814928,.55589658,.09824013,.18687022,.30519167,.2989952,.11070278,.12044726,.18338485,.25743341,.28514218,.15359226,.067755647,.19607347,.29758337,.2815105,.15707694,.075997531,.16443847,.31461477,.290117,.15483226,.097293735,.18443225,.28323352,.28680816,.14823236,0,0,.0030255059,.0036170988,.012818338,.21261843,.17968261,.22384241,.23348497,.22434641,0,0
5601,Albany Technical College,1,9,Two-year (public and private not-for-profit),2,3,GA,10200,Albany,13095,Dougherty,0,312.5,.62720001,.22114572,.014374671,.0010685681,43728.09114583334,29200,.2893526554107666,.44530651,.28822574,.13613243,.091694914,.03864035,.015377056,.0062040873,.00059043104,.00017677457,.40087923,19887.24088541667,15800,18600,.14811972,.15600498,.40217918,.27140188,.1243472,.046066727,.0062873671,.0050777737,.0017936274,.38241684,.41085544,.4129574,.40629569,.48382759,.16133894,.45908445,.24754633,.099749938,.032280397,.14224373,.38680342,.30896917,.12602234,.035961285,.17132986,.28271687,.28377664,.16333194,.098844647,.18442348,.41018134,.1982459,.15200865,.055140611,.075753599,.2629559,.3961055,.19233336,.072851576,.0023996239,.00036067335,.00079520402,.0025091642,.0073180823,.15264954,.19219454,.36464709,.38330418,.33610311,1,1
1374,Albertus Magnus College,2,6,Selective private,1,1,CT,20901,Bridgeport,9009,New Haven,0,65.66666666666667,,.40746137,.055204768,.000038160928,89400.36429251269,68600,.5455990981329516,.12973523,.16373675,.24205586,.23975486,.22471726,.10005123,.049870253,.0035828911,.00014541349,.60999703,46223.49183058376,43400,46600,.10077129,.10721236,.11510016,.17584687,.29042935,.31141117,.11739289,.045220874,.0071068755,.64958918,.58678138,.54167324,.60118973,.68704736,.12291561,.043880645,.15430401,.25338107,.42551869,.144779,.14941186,.12555838,.38164654,.19860429,.096730411,.19794606,.23680358,.2277943,.24072568,.079624049,.12032919,.16384257,.33936948,.29683465,.11149934,.036399391,.17207381,.26060718,.41942024,.00029414467,.00015215141,.00018585694,.0061702877,.024561787,.41893652,.30738115,.44831705,.52708399,.30212298,.55329949,1
2235,Albion College,2,6,Selective private,1,2,MI,12100,Kalamazoo,26025,Calhoun,0,398,.56407034,.67621833,.0068131848,.00011605809,159765.4010416667,120700,.7385893861452738,.022652306,.069142476,.13488385,.23832628,.53499514,.33973223,.17897189,.029275218,.0016558408,.67515606,59085.63802083334,48900,52700,.074271537,.080197066,.083193086,.16121066,.28650948,.38888973,.2242059,.11018217,.030884888,.60948843,.66981977,.65662861,.64705962,.69581354,.14408763,.059088588,.2908856,.20516592,.30077225,.10916179,.083761148,.15244508,.32469621,.3299357,.11017421,.10813068,.16611847,.25071052,.36486614,.08692459,.093195707,.1764724,.31880361,.32460377,.063193649,.073397063,.14881685,.27965793,.43493444,.005123456,.0013261636,.041799247,.020127658,.037836127,.68895674,.61232638,.64672351,.6594696,.6988337,1,1
3229,Albright College,2,6,Selective private,1,1,PA,19100,Reading,42011,Berks,0,314,.59023356,.58927262,.013705797,.000042539839,139372.1685327097,89000,.6467425535945123,.051434021,.1267895,.2036522,.29418346,.32394081,.14266323,.055048574,.013267925,.001129514,.66668701,53178.04860419984,47300,49400,.081773981,.083530881,.084608302,.15384553,.30077812,.37723714,.19147386,.096633479,.017509378,.63497001,.60702676,.62192178,.70007145,.69289869,.066032879,.14418307,.19928795,.32402268,.26647335,.11693745,.1058415,.18405262,.28263602,.31053242,.1157285,.12505534,.15163495,.30375552,.30382571,.056152213,.068366826,.14128643,.31158295,.42261156,.077855848,.056160282,.14760253,.2925041,.42587715,.00082707591,0,.020884426,.017805081,.024620915,.37012544,.43020609,.57262748,.63864368,.65195459,0,0
3806,Alderson Broaddus University,2,6,Selective private,1,3,WV,16701,Elkins,54001,Barbour,0,126,.6322751,.66366309,.027365765,.00017945115,68810.96589781746,59500,.4995165290655913,.12749578,.234915,.28003561,.23765394,.11989974,.038474966,.021652492,.00030873786,.000022034779,.58510536,40454.07528315146,37800,41200,.11893211,.12145589,.12309472,.22246575,.26219049,.27079323,.12479746,.042427003,.0036570299,.51255852,.51176482,.62050009,.62242758,.64929718,.16818847,.15789714,.24688987,.21238397,.21464056,.19027746,.1799916,.21631436,.21587098,.19754557,.072584517,.10304907,.21759029,.34951428,.2572619,.099229358,.077806339,.22188513,.29101121,.31006789,.095121481,.11119602,.22108419,.14482699,.4277713,.0014075065,.00023540118,0,0,.028542845,.65096533,.59377295,.6620757,.67629784,.79276186,0,0
2668,Alfred University,2,6,Selective private,1,1,NY,18201,Olean,36003,Allegany,0,454.6666666666667,.52639294,.60422957,.014770933,.000050702543,133071.2605674945,90800,.6503547167847933,.065330885,.12035545,.19156954,.26581183,.35693237,.17403902,.089041352,.018995715,.0037579557,.64449984,51684.43148311492,44600,49100,.083598658,.091965511,.11007948,.17278266,.25592002,.36925241,.21313447,.10137612,.015507132,.54725033,.60291219,.65744209,.67204839,.64886087,.21167508,.11038922,.19676124,.25508031,.22609419,.078873955,.16843162,.20653209,.25878671,.2873756,.071735524,.090630203,.19599846,.27188414,.36975166,.086579472,.091353677,.1560711,.25985867,.40613711,.089337647,.11473074,.15699872,.24360573,.39532715,.00077608839,.019723834,.015649114,.0056983922,.024010053,.48962098,.51260233,.59682256,.62017643,.64820248,0,0
1111,Allan Hancock College,1,9,Two-year (public and private not-for-profit),2,4,CA,38200,Santa Barbara,6083,Santa Barbara,0,1220,.5262295,.49325484,.019464159,.000057610676,76983.84114583333,65700,.529356320699056,.1408916,.18905991,.23496437,.25687888,.1782054,.061796099,.02819534,.0046700099,.00025744946,.51568305,33651.392578125,30800,35500,.14903146,.16658391,.19730558,.22287741,.22624946,.18698375,.088129185,.030962626,.0022870153,.48053664,.49217477,.50312835,.53936732,.55082315,.19306259,.18772399,.2368748,.24418868,.1381499,.16631782,.26613051,.21210781,.17796297,.17748086,.15985693,.19830666,.23671563,.26237261,.14274812,.15578754,.17728226,.2313793,.20922133,.22632961,.17036395,.15940693,.19273537,.24021105,.23728268,.00040890073,.0020236275,.0020065189,.0015551905,.0054760501,.44057262,.42851302,.44709435,.5593698,.56915051,1,1
2057,Allegany College Of Maryland,1,9,Two-year (public and private not-for-profit),2,3,MD,17501,Cumberland,24001,Allegany,0,562.5,.59288889,.56228483,.019646211,.00008248767,66930.8203125,57900,.4885034759839376,.15657392,.22410621,.29169142,.22855283,.099075511,.036268938,.017396485,.0013568602,.00015148468,.51960993,33101.39778645834,32400,35900,.13053367,.14508934,.18559061,.26342025,.24560855,.16029117,.060865164,.01185331,.0019602762,.46269241,.52243656,.51089793,.5543651,.54864031,.18992925,.19671784,.28422013,.20365714,.12547563,.11693221,.2106311,.30951229,.23828463,.12463983,.15228485,.18341854,.270877,.23713675,.15628287,.13646847,.14949819,.22608212,.27963775,.20831342,.13662009,.20101972,.19047049,.27491483,.1969749,.00052682892,.00037508426,.00059586874,.0041244919,.0068357522,.42886475,.49208391,.60145915,.65831381,.59506917,1,1
3230,Allegheny College,2,6,Selective private,1,1,PA,16500,Erie,42039,Crawford,0,434.5,.50517839,.62554431,.013434455,.0022298899,142412.0833333333,102800,.7086487412452698,.037381232,.078848675,.1665498,.288313,.42890722,.25286427,.13671601,.026483722,.0019016665,.69026655,59176.89973958334,52500,53700,.067481972,.081098184,.085236959,.12407213,.25720739,.45238525,.26704288,.13760704,.020971578,.63897103,.63425797,.69725794,.68209583,.70781124,.16571337,.035468236,.21825981,.22116825,.35939038,.12353251,.088593274,.1396703,.29243737,.35576648,.073730603,.070574224,.13140181,.28776833,.43652496,.077498272,.096630745,.13517408,.28150782,.40918911,.071203426,.086992308,.10268681,.22566983,.51344764,.05965266,0,.013026591,.014612784,.028815219,.40184376,.59544319,.5868175,.63717359,.65779549,1,1
1901,Allen County Community College,1,9,Two-year (public and private not-for-profit),2,2,KS,29401,Ottawa,20001,Allen,0,420.6666666666667,.57290018,.54991829,.011012558,.000014752766,74845.65543903527,65000,.5262112824833715,.10632455,.19791794,.28203198,.26905611,.14466943,.041579459,.0126484,.0021913617,.000080431317,.52306706,31134.31923534073,29700,32300,.10098924,.11580673,.19913015,.28125677,.26852667,.13527973,.037055817,.013878506,.0016536412,.46447924,.49788588,.52074766,.54383785,.56646788,.15656449,.25446683,.30773541,.17765832,.10357492,.12022056,.21820919,.33128828,.22212665,.1081553,.11769502,.20298401,.27941391,.28850764,.11139948,.10839249,.17276211,.26337826,.28560358,.1698636,.089921176,.17388532,.23019272,.3280763,.17792453,.00013875221,0,0,.0060912515,0,.37895927,.48553148,.6361078,.60606068,.49121058,0,0
2236,Alma College,2,6,Selective private,1,2,MI,11800,Mount Pleasant,26057,Gratiot,0,266.5,.56097561,.71877366,.011659105,.000081647879,120659.5260416667,98200,.6897997458775839,.050117996,.095352128,.17640549,.28018877,.39793569,.21285716,.10735939,.016617836,.00012919997,.64209843,52926.63541666666,48000,49400,.065958843,.077721924,.12998165,.14477599,.31018704,.33733347,.19491106,.10770454,.017990522,.58001935,.58174658,.62815249,.60707432,.69522107,.043015782,.34435654,.11403128,.26596332,.23263311,.076850034,.19287261,.21622978,.24062474,.27342275,.1022372,.12332909,.16883971,.26912224,.33647174,.10048008,.11600144,.1900416,.38318363,.21029328,.055410095,.10070509,.088987313,.2992318,.45566571,.001629113,.0010971788,.000045057182,.0015795248,.043609418,.51412439,.62123525,.66446018,.7000857,.80515552,1,1
